video_id,interval,event_attributes,event
1606b0e6_0,"[970.13, 972.63]",pass,play
1606b0e6_0,"[974.15, 976.65]",pass,play
1606b0e6_0,"[977.4, 981.89]",pass,play
1606b0e6_0,"[983.02, 985.52]",opponent_dispossessed,challenge
1606b0e6_0,"[987.13, 989.17]",pass,throwin
1606b0e6_0,"[989.17, 991.65]",opponent_dispossessed,challenge
1606b0e6_0,"[996.19, 998.69]",pass,throwin
1606b0e6_0,"[999.31, 1003.0]",pass,play
1606b0e6_0,"[1003.69, 1006.19]",pass,play
1606b0e6_0,"[1031.42, 1033.92]",cross,play
1606b0e6_0,"[1036.53, 1040.46]",pass,play
1606b0e6_0,"[1044.83, 1049.16]",pass,play
1606b0e6_0,"[1052.01, 1053.93]",pass,play
1606b0e6_0,"[1053.93, 1055.91]",opponent_dispossessed,challenge
1606b0e6_0,"[1060.66, 1063.16]",pass,play
1606b0e6_0,"[1066.41, 1070.33]",pass,play
1606b0e6_0,"[1071.62, 1074.12]",pass,play
1606b0e6_0,"[1074.94, 1079.31]",fouled,challenge
1606b0e6_0,"[1116.84, 1119.34]",pass,play
1606b0e6_0,"[1121.78, 1126.73]",pass,play
1606b0e6_0,"[1127.24, 1129.74]",pass,play
1606b0e6_0,"[1130.39, 1132.89]",cross,play
1606b0e6_0,"[1142.42, 1147.25]",pass,play
1606b0e6_0,"[1149.94, 1152.44]",pass,play
1606b0e6_0,"[1153.13, 1155.63]",pass,play
1606b0e6_0,"[1162.62, 1165.12]",pass,play
1606b0e6_0,"[1167.18, 1171.92]",pass,play
1606b0e6_0,"[1171.97, 1175.88]",pass,play
1606b0e6_0,"[1177.12, 1179.62]",pass,play
1606b0e6_0,"[1194.95, 1197.45]",fouled,challenge
1606b0e6_0,"[1207.1, 1209.6]",pass,play
1606b0e6_0,"[1212.02, 1214.52]",pass,play
1606b0e6_0,"[1216.41, 1218.91]",pass,play
1606b0e6_0,"[1219.08, 1226.23]",pass,play
1606b0e6_0,"[1227.78, 1230.28]",pass,play
1606b0e6_0,"[1230.77, 1235.48]",pass,play
1606b0e6_0,"[1236.13, 1238.63]",pass,play
1606b0e6_0,"[1259.85, 1261.59]",pass,throwin
1606b0e6_0,"[1261.59, 1263.91]",pass,play
1606b0e6_0,"[1268.37, 1270.87]",pass,play
1606b0e6_0,"[1274.93, 1279.84]",pass,play
1606b0e6_0,"[1281.82, 1284.32]",pass,play
1606b0e6_0,"[1285.19, 1289.9]",pass,play
1606b0e6_0,"[1295.48, 1297.98]",pass,play
1606b0e6_0,"[1301.2, 1306.09]",pass,play
1606b0e6_0,"[1309.71, 1312.21]",pass,play
1606b0e6_0,"[1312.46, 1316.99]",pass,play
1606b0e6_0,"[1348.97, 1351.47]",pass,play
1606b0e6_0,"[1351.68, 1354.18]",pass,play
1606b0e6_0,"[1364.45, 1366.95]",pass,play
1606b0e6_0,"[1370.64, 1375.56]",pass,play
1606b0e6_0,"[1379.32, 1381.82]",fouled,challenge
1606b0e6_0,"[1421.22, 1423.72]",pass,play
1606b0e6_0,"[1424.02, 1426.52]",pass,play
1606b0e6_0,"[1427.3, 1429.8]",pass,play
1606b0e6_0,"[1429.9, 1434.11]",possession_retained,challenge
1606b0e6_0,"[1435.92, 1437.59]",pass,play
1606b0e6_0,"[1437.59, 1439.87]",fouled,challenge
1606b0e6_0,"[1470.9, 1473.4]",pass,play
1606b0e6_0,"[1478.21, 1480.71]",pass,play
1606b0e6_0,"[1482.02, 1486.86]",pass,play
1606b0e6_0,"[1489.66, 1492.16]",pass,play
1606b0e6_0,"[1503.19, 1505.69]",ball_action_forced,challenge
1606b0e6_0,"[1507.51, 1510.01]",pass,play
1606b0e6_0,"[1511.34, 1513.84]",pass,play
1606b0e6_0,"[1519.66, 1522.16]",pass,play
1606b0e6_0,"[1523.66, 1526.16]",pass,play
1606b0e6_0,"[1532.41, 1534.91]",pass,play
1606b0e6_0,"[1537.08, 1539.58]",pass,play
1606b0e6_0,"[1544.81, 1547.31]",possession_retained,challenge
1606b0e6_0,"[1548.37, 1552.71]",pass,play
1606b0e6_0,"[1552.83, 1555.33]",pass,play
1606b0e6_0,"[1560.61, 1562.63]",possession_retained,challenge
1606b0e6_0,"[1562.63, 1567.38]",pass,play
1606b0e6_0,"[1583.24, 1585.74]",pass,throwin
1606b0e6_0,"[1589.21, 1591.71]",possession_retained,challenge
1606b0e6_0,"[1620.92, 1623.42]",cross,play
1606b0e6_0,"[1630.37, 1632.87]",possession_retained,challenge
1606b0e6_0,"[1633.84, 1636.34]",ball_action_forced,challenge
1606b0e6_0,"[1647.35, 1649.85]",pass,play
1606b0e6_0,"[1650.66, 1653.16]",pass,play
1606b0e6_0,"[1653.56, 1656.06]",pass,play
1606b0e6_0,"[1658.21, 1660.71]",pass,play
1606b0e6_0,"[1666.7, 1669.2]",cross,play
1606b0e6_0,"[1705.24, 1707.74]",cross,play
1606b0e6_0,"[1734.05, 1736.55]",cross,throwin
1606b0e6_0,"[1738.72, 1743.43]",pass,play
1606b0e6_0,"[1747.27, 1750.89]",opponent_dispossessed,challenge
1606b0e6_0,"[1766.8, 1769.3]",pass,play
1606b0e6_0,"[1770.77, 1774.53]",pass,play
1606b0e6_0,"[1774.7, 1777.2]",pass,play
1606b0e6_0,"[1778.22, 1780.72]",pass,play
1606b0e6_0,"[1785.4, 1787.9]",opponent_dispossessed,challenge
1606b0e6_0,"[1789.02, 1791.52]",pass,play
1606b0e6_0,"[1802.51, 1804.49]",pass,throwin
1606b0e6_0,"[1804.49, 1807.34]",pass,play
1606b0e6_0,"[1820.41, 1822.91]",pass,throwin
1606b0e6_0,"[1824.64, 1826.29]",ball_action_forced,challenge
1606b0e6_0,"[1826.29, 1828.25]",pass,play
1606b0e6_0,"[1892.47, 1894.97]",fouled,challenge
1606b0e6_0,"[1988.22, 1990.72]",pass,play
1606b0e6_0,"[1992.0, 1996.22]",pass,play
1606b0e6_0,"[1998.78, 2001.28]",opponent_dispossessed,challenge
1606b0e6_0,"[2027.29, 2029.79]",pass,play
1606b0e6_0,"[2032.81, 2035.31]",pass,play
1606b0e6_0,"[2035.68, 2038.18]",pass,play
1606b0e6_0,"[2041.19, 2043.69]",pass,play
1606b0e6_0,"[2044.49, 2050.85]",pass,play
1606b0e6_0,"[2051.39, 2055.96]",pass,play
1606b0e6_0,"[2057.92, 2060.42]",fouled,challenge
1606b0e6_0,"[2074.62, 2079.49]",pass,play
1606b0e6_0,"[2081.54, 2084.04]",pass,play
1606b0e6_0,"[2084.56, 2087.06]",pass,play
1606b0e6_0,"[2091.42, 2093.92]",pass,play
1606b0e6_0,"[2094.45, 2096.63]",pass,play
1606b0e6_0,"[2096.63, 2098.83]",opponent_rounded,challenge
1606b0e6_0,"[2099.0, 2103.33]",pass,play
1606b0e6_0,"[2104.42, 2106.92]",pass,play
1606b0e6_0,"[2110.04, 2112.54]",cross,play
1606b0e6_0,"[2113.82, 2118.52]",pass,play
1606b0e6_0,"[2119.91, 2122.41]",pass,play
1606b0e6_0,"[2126.17, 2128.19]",pass,throwin
1606b0e6_0,"[2128.19, 2130.41]",pass,play
1606b0e6_0,"[2132.47, 2134.97]",pass,play
1606b0e6_0,"[2136.45, 2138.95]",pass,play
1606b0e6_0,"[2140.0, 2142.5]",pass,play
1606b0e6_0,"[2143.2, 2145.7]",pass,play
1606b0e6_0,"[2161.3, 2163.8]",pass,play
1606b0e6_0,"[2164.75, 2167.25]",opponent_dispossessed,challenge
1606b0e6_0,"[2167.67, 2170.17]",opponent_dispossessed,challenge
1606b0e6_0,"[2180.5, 2183.0]",pass,play
1606b0e6_0,"[2187.59, 2190.09]",pass,play
1606b0e6_0,"[2190.8, 2193.3]",opponent_rounded,challenge
1606b0e6_0,"[2198.77, 2202.98]",opponent_dispossessed,challenge
1606b0e6_0,"[2231.08, 2233.58]",pass,throwin
1606b0e6_0,"[2278.11, 2279.41]",pass,play
1606b0e6_0,"[2279.41, 2282.03]",challenge_during_ball_transfer,challenge
1606b0e6_0,"[2290.39, 2292.89]",pass,play
1606b0e6_0,"[2301.75, 2304.25]",pass,play
1606b0e6_0,"[2305.79, 2312.64]",pass,play
1606b0e6_0,"[2314.55, 2317.05]",pass,play
1606b0e6_0,"[2318.25, 2320.75]",pass,play
1606b0e6_0,"[2321.55, 2324.05]",pass,play
1606b0e6_0,"[2325.65, 2328.15]",pass,play
1606b0e6_0,"[2329.82, 2333.66]",pass,play
1606b0e6_0,"[2335.91, 2339.61]",pass,play
1606b0e6_0,"[2341.79, 2344.29]",ball_action_forced,challenge
1606b0e6_0,"[2347.41, 2349.91]",pass,play
1606b0e6_0,"[2350.33, 2352.83]",pass,play
1606b0e6_0,"[2360.09, 2362.59]",pass,throwin
1606b0e6_0,"[2365.52, 2368.02]",pass,play
1606b0e6_0,"[2374.73, 2377.23]",pass,play
1606b0e6_0,"[2378.23, 2380.73]",pass,play
1606b0e6_0,"[2383.53, 2386.03]",pass,play
1606b0e6_0,"[2403.1, 2405.6]",pass,throwin
1606b0e6_0,"[2408.42, 2410.31]",ball_action_forced,challenge
1606b0e6_0,"[2410.31, 2412.11]",pass,play
1606b0e6_0,"[2418.33, 2422.05]",pass,play
1606b0e6_0,"[2425.94, 2430.71]",pass,play
1606b0e6_0,"[2434.63, 2437.13]",pass,play
1606b0e6_0,"[2437.61, 2440.11]",pass,play
1606b0e6_0,"[2455.71, 2460.17]",pass,play
1606b0e6_0,"[2466.2, 2468.7]",fouled,challenge
1606b0e6_0,"[2486.2, 2488.7]",pass,play
1606b0e6_0,"[2516.0, 2518.5]",pass,throwin
1606b0e6_0,"[2518.81, 2521.31]",pass,play
1606b0e6_0,"[2525.8, 2528.3]",pass,play
1606b0e6_0,"[2528.47, 2530.97]",opponent_dispossessed,challenge
1606b0e6_0,"[2533.09, 2535.59]",pass,play
1606b0e6_0,"[2537.77, 2539.27]",opponent_dispossessed,challenge
1606b0e6_0,"[2539.27, 2541.37]",pass,play
1606b0e6_0,"[2543.35, 2545.85]",pass,play
1606b0e6_0,"[2551.33, 2556.01]",pass,play
1606b0e6_0,"[2556.75, 2559.25]",pass,play
1606b0e6_0,"[2560.75, 2563.25]",fouled,challenge
1606b0e6_0,"[2628.53, 2631.03]",pass,throwin
1606b0e6_0,"[2631.18, 2635.48]",pass,play
1606b0e6_0,"[2636.72, 2640.84]",pass,play
1606b0e6_0,"[2645.14, 2649.56]",pass,play
1606b0e6_0,"[2656.47, 2658.97]",pass,play
1606b0e6_0,"[2659.48, 2661.98]",pass,play
1606b0e6_0,"[2664.64, 2667.14]",pass,play
1606b0e6_0,"[2668.33, 2670.83]",pass,play
1606b0e6_0,"[2671.77, 2674.27]",pass,play
1606b0e6_0,"[2677.47, 2682.37]",pass,play
1606b0e6_0,"[2684.11, 2688.3]",pass,play
1606b0e6_0,"[2688.44, 2690.94]",pass,play
1606b0e6_0,"[2694.96, 2697.46]",cross,play
1606b0e6_0,"[2700.8, 2703.3]",pass,play
1606b0e6_0,"[2704.68, 2707.18]",pass,play
1606b0e6_0,"[2711.04, 2715.22]",pass,play
1606b0e6_0,"[2715.36, 2717.86]",challenge_during_ball_transfer,challenge
1606b0e6_0,"[2725.21, 2727.71]",pass,play
1606b0e6_0,"[2729.61, 2732.11]",pass,play
1606b0e6_0,"[2735.37, 2740.25]",pass,play
1606b0e6_0,"[2744.48, 2748.4]",pass,play
1606b0e6_0,"[2750.19, 2754.02]",pass,play
1606b0e6_0,"[2757.46, 2759.96]",opponent_dispossessed,challenge
1606b0e6_0,"[2762.63, 2765.13]",pass,play
1606b0e6_0,"[2765.62, 2768.12]",pass,play
1606b0e6_0,"[2793.78, 2796.28]",pass,throwin
1606b0e6_0,"[2800.66, 2803.16]",pass,play
1606b0e6_0,"[2803.33, 2805.83]",pass,play
1606b0e6_0,"[2807.97, 2810.47]",pass,play
1606b0e6_0,"[2814.72, 2818.9]",pass,play
1606b0e6_0,"[2820.46, 2822.96]",pass,play
1606b0e6_0,"[2823.21, 2828.09]",pass,play
1606b0e6_0,"[2830.23, 2832.73]",pass,play
1606b0e6_0,"[2834.44, 2836.94]",pass,play
1606b0e6_0,"[2838.79, 2841.29]",pass,play
1606b0e6_0,"[2842.43, 2844.93]",pass,play
1606b0e6_0,"[2845.1, 2847.6]",pass,play
1606b0e6_0,"[2849.41, 2854.26]",pass,play
1606b0e6_0,"[2858.62, 2862.58]",pass,play
1606b0e6_0,"[2898.29, 2900.79]",ball_action_forced,challenge
1606b0e6_0,"[2902.42, 2904.92]",fouled,challenge
1606b0e6_0,"[2999.6, 3002.1]",pass,play
1606b0e6_0,"[3012.23, 3014.73]",pass,play
1606b0e6_1,"[509.82, 513.8]",pass,play
1606b0e6_1,"[515.38, 521.81]",pass,play
1606b0e6_1,"[525.18, 529.71]",pass,play
1606b0e6_1,"[534.25, 539.06]",pass,play
1606b0e6_1,"[542.62, 545.12]",pass,play
1606b0e6_1,"[546.73, 553.7]",pass,play
1606b0e6_1,"[555.34, 564.49]",pass,play
1606b0e6_1,"[571.64, 574.14]",pass,play
1606b0e6_1,"[577.0, 579.5]",pass,play
1606b0e6_1,"[583.0, 587.74]",pass,play
1606b0e6_1,"[588.79, 591.29]",pass,play
1606b0e6_1,"[597.66, 600.16]",pass,play
1606b0e6_1,"[600.99, 603.49]",pass,play
1606b0e6_1,"[605.39, 610.35]",pass,play
1606b0e6_1,"[611.3, 613.8]",pass,play
1606b0e6_1,"[624.49, 626.99]",pass,play
1606b0e6_1,"[629.43, 631.93]",pass,play
1606b0e6_1,"[632.93, 637.87]",pass,play
1606b0e6_1,"[638.6, 641.1]",pass,play
1606b0e6_1,"[643.61, 646.11]",pass,play
1606b0e6_1,"[647.94, 650.44]",pass,play
1606b0e6_1,"[653.13, 655.63]",pass,play
1606b0e6_1,"[657.29, 659.79]",pass,play
1606b0e6_1,"[661.96, 666.11]",pass,play
1606b0e6_1,"[669.57, 672.07]",pass,play
1606b0e6_1,"[708.64, 711.14]",pass,play
1606b0e6_1,"[712.04, 714.54]",ball_action_forced,challenge
1606b0e6_1,"[716.53, 719.03]",opponent_dispossessed,challenge
1606b0e6_1,"[747.81, 750.31]",cross,play
1606b0e6_1,"[751.72, 754.22]",challenge_during_ball_transfer,challenge
1606b0e6_1,"[757.02, 759.52]",pass,play
1606b0e6_1,"[760.34, 762.84]",pass,play
1606b0e6_1,"[765.82, 768.32]",pass,play
1606b0e6_1,"[768.85, 771.35]",pass,play
1606b0e6_1,"[772.39, 774.89]",ball_action_forced,challenge
1606b0e6_1,"[775.87, 778.37]",pass,play
1606b0e6_1,"[782.64, 784.73]",opponent_rounded,challenge
1606b0e6_1,"[784.73, 787.01]",pass,play
1606b0e6_1,"[853.81, 856.31]",pass,play
1606b0e6_1,"[856.85, 859.35]",pass,play
1606b0e6_1,"[862.36, 866.76]",pass,play
1606b0e6_1,"[900.85, 902.11]",cross,play
1606b0e6_1,"[902.11, 904.56]",challenge_during_ball_transfer,challenge
1606b0e6_1,"[921.83, 926.34]",pass,play
1606b0e6_1,"[927.21, 929.71]",cross,play
1606b0e6_1,"[953.85, 956.35]",cross,play
1606b0e6_1,"[962.59, 965.09]",fouled,challenge
1606b0e6_1,"[969.95, 972.45]",pass,play
1606b0e6_1,"[974.7, 977.2]",pass,play
1606b0e6_1,"[978.16, 980.66]",pass,play
1606b0e6_1,"[981.42, 983.92]",pass,play
1606b0e6_1,"[988.01, 993.0]",pass,play
1606b0e6_1,"[993.24, 995.74]",pass,play
1606b0e6_1,"[996.92, 998.81]",pass,play
1606b0e6_1,"[998.81, 1000.55]",fouled,challenge
1606b0e6_1,"[1019.32, 1021.82]",pass,play
1606b0e6_1,"[1027.57, 1030.07]",pass,play
1606b0e6_1,"[1031.55, 1034.05]",pass,play
1606b0e6_1,"[1035.92, 1038.09]",possession_retained,challenge
1606b0e6_1,"[1038.09, 1040.71]",pass,play
1606b0e6_1,"[1041.01, 1045.57]",pass,play
1606b0e6_1,"[1046.82, 1049.32]",pass,play
1606b0e6_1,"[1051.24, 1053.74]",pass,play
1606b0e6_1,"[1054.51, 1057.01]",pass,play
1606b0e6_1,"[1058.52, 1061.02]",pass,play
1606b0e6_1,"[1061.03, 1065.87]",pass,play
1606b0e6_1,"[1066.13, 1068.63]",pass,play
1606b0e6_1,"[1069.62, 1072.12]",pass,play
1606b0e6_1,"[1076.7, 1080.5]",pass,play
1606b0e6_1,"[1084.48, 1086.98]",pass,play
1606b0e6_1,"[1089.02, 1091.52]",pass,play
1606b0e6_1,"[1093.36, 1095.86]",ball_action_forced,challenge
1606b0e6_1,"[1097.18, 1101.52]",pass,play
1606b0e6_1,"[1107.71, 1110.21]",pass,play
1606b0e6_1,"[1113.35, 1115.85]",pass,play
1606b0e6_1,"[1117.56, 1120.06]",pass,play
1606b0e6_1,"[1121.57, 1124.07]",pass,play
1606b0e6_1,"[1124.09, 1126.59]",pass,play
1606b0e6_1,"[1128.59, 1131.09]",opponent_dispossessed,challenge
1606b0e6_1,"[1131.11, 1133.61]",possession_retained,challenge
1606b0e6_1,"[1136.11, 1138.61]",opponent_dispossessed,challenge
1606b0e6_1,"[1139.31, 1141.81]",pass,play
1606b0e6_1,"[1142.27, 1144.77]",pass,play
1606b0e6_1,"[1145.55, 1150.14]",pass,play
1606b0e6_1,"[1152.85, 1155.35]",pass,play
1606b0e6_1,"[1155.95, 1158.45]",pass,play
1606b0e6_1,"[1160.95, 1163.45]",pass,play
1606b0e6_1,"[1167.96, 1172.92]",pass,play
1606b0e6_1,"[1172.92, 1175.42]",pass,play
1606b0e6_1,"[1177.42, 1179.92]",pass,play
1606b0e6_1,"[1182.22, 1184.72]",pass,play
1606b0e6_1,"[1184.99, 1187.49]",pass,play
1606b0e6_1,"[1187.52, 1190.02]",pass,play
1606b0e6_1,"[1191.32, 1193.82]",pass,play
1606b0e6_1,"[1193.86, 1196.36]",pass,play
1606b0e6_1,"[1197.19, 1199.69]",pass,play
1606b0e6_1,"[1200.05, 1204.52]",pass,play
1606b0e6_1,"[1208.68, 1211.18]",pass,play
1606b0e6_1,"[1214.92, 1217.42]",pass,play
1606b0e6_1,"[1221.89, 1226.72]",pass,play
1606b0e6_1,"[1239.81, 1242.31]",pass,play
1606b0e6_1,"[1245.42, 1247.92]",pass,play
1606b0e6_1,"[1248.18, 1250.68]",pass,play
1606b0e6_1,"[1252.06, 1254.56]",pass,play
1606b0e6_1,"[1256.73, 1259.23]",pass,play
1606b0e6_1,"[1260.07, 1262.57]",pass,play
1606b0e6_1,"[1262.64, 1266.92]",pass,play
1606b0e6_1,"[1268.67, 1271.17]",pass,play
1606b0e6_1,"[1271.88, 1274.38]",pass,play
1606b0e6_1,"[1275.16, 1277.66]",pass,play
1606b0e6_1,"[1279.0, 1283.2]",pass,play
1606b0e6_1,"[1283.95, 1287.82]",pass,play
1606b0e6_1,"[1356.49, 1358.99]",pass,play
1606b0e6_1,"[1362.19, 1364.69]",pass,play
1606b0e6_1,"[1365.27, 1367.77]",cross,play
1606b0e6_1,"[1408.23, 1417.38]",pass,play
1606b0e6_1,"[1418.47, 1420.97]",pass,play
1606b0e6_1,"[1421.63, 1424.13]",pass,play
1606b0e6_1,"[1426.06, 1428.56]",pass,play
1606b0e6_1,"[1428.97, 1431.47]",pass,play
1606b0e6_1,"[1436.64, 1439.14]",pass,play
1606b0e6_1,"[1444.37, 1446.87]",pass,play
1606b0e6_1,"[1448.75, 1453.29]",pass,play
1606b0e6_1,"[1455.81, 1458.31]",pass,play
1606b0e6_1,"[1458.53, 1461.03]",pass,play
1606b0e6_1,"[1462.89, 1465.39]",pass,play
1606b0e6_1,"[1466.89, 1469.39]",pass,play
1606b0e6_1,"[1469.4, 1473.42]",ball_action_forced,challenge
1606b0e6_1,"[1473.92, 1482.17]",pass,play
1606b0e6_1,"[1483.72, 1486.22]",pass,play
1606b0e6_1,"[1489.08, 1491.58]",pass,play
1606b0e6_1,"[1492.87, 1495.37]",pass,play
1606b0e6_1,"[1495.9, 1498.4]",pass,play
1606b0e6_1,"[1500.94, 1503.44]",cross,play
1606b0e6_1,"[1571.4, 1573.9]",pass,play
1606b0e6_1,"[1576.85, 1581.81]",pass,play
1606b0e6_1,"[1583.89, 1586.39]",pass,play
1606b0e6_1,"[1586.81, 1589.31]",pass,play
1606b0e6_1,"[1599.45, 1601.95]",pass,throwin
1606b0e6_1,"[1605.15, 1607.65]",pass,play
1606b0e6_1,"[1615.21, 1617.71]",pass,play
1606b0e6_1,"[1619.4, 1621.9]",pass,play
1606b0e6_1,"[1622.29, 1627.22]",pass,play
1606b0e6_1,"[1628.23, 1630.73]",pass,play
1606b0e6_1,"[1632.36, 1634.86]",pass,play
1606b0e6_1,"[1637.83, 1640.33]",pass,play
1606b0e6_1,"[1641.2, 1642.89]",pass,play
1606b0e6_1,"[1642.89, 1645.26]",ball_action_forced,challenge
1606b0e6_1,"[1646.06, 1648.56]",pass,throwin
1606b0e6_1,"[1650.32, 1652.82]",pass,play
1606b0e6_1,"[1653.11, 1655.61]",pass,play
1606b0e6_1,"[1658.94, 1661.44]",pass,play
1606b0e6_1,"[1665.2, 1669.88]",pass,play
1606b0e6_1,"[1670.8, 1672.27]",pass,play
1606b0e6_1,"[1672.27, 1674.31]",fouled,challenge
1606b0e6_1,"[1688.27, 1690.77]",pass,play
1606b0e6_1,"[1691.58, 1694.08]",pass,play
1606b0e6_1,"[1697.16, 1699.66]",pass,play
1606b0e6_1,"[1741.81, 1744.31]",pass,throwin
1606b0e6_1,"[1744.84, 1749.82]",pass,play
1606b0e6_1,"[1750.29, 1755.19]",pass,play
1606b0e6_1,"[1755.9, 1758.4]",pass,play
1606b0e6_1,"[1758.64, 1761.14]",pass,play
1606b0e6_1,"[1761.65, 1764.15]",pass,play
1606b0e6_1,"[1771.38, 1773.88]",pass,play
1606b0e6_1,"[1774.66, 1777.16]",ball_action_forced,challenge
1606b0e6_1,"[1779.44, 1783.78]",pass,play
1606b0e6_1,"[1784.66, 1787.16]",pass,play
1606b0e6_1,"[1789.87, 1792.37]",pass,play
1606b0e6_1,"[1797.73, 1800.23]",pass,play
1606b0e6_1,"[1803.37, 1805.87]",pass,play
1606b0e6_1,"[1809.74, 1812.24]",pass,play
1606b0e6_1,"[1816.2, 1820.59]",pass,play
