,video_id,time,class,ball.x,ball.y,player1.x,player1.y,player2.x,player2.y,player3.x,player3.y,player4.x,player4.y,player5.x,player5.y
271,1606b0e6_0,201.52,ball_action_forced,134.625,595.5,122.5,638.5,117.75,660.0,41.375,592.0,218.125,716.0,285.0,649.0
272,1606b0e6_0,201.56,ball_action_forced,136.25,595.0,122.75,637.5,117.9375,658.5,155.875,665.0,42.78125,591.0,219.0,715.5
273,1606b0e6_0,201.6,ball_action_forced,138.25,594.5,123.3125,637.0,156.25,667.5,44.9375,590.5,220.875,715.0,287.0,646.0
274,1606b0e6_0,201.64,ball_action_forced,139.625,594.0,123.625,636.0,117.5,659.0,156.375,668.5,46.9375,590.0,222.375,715.0
275,1606b0e6_0,201.68,ball_action_forced,141.5,594.0,124.4375,636.0,117.375,658.5,156.375,668.0,48.75,588.0,224.25,714.5
276,1606b0e6_0,201.72,ball_action_forced,278.75,528.5,284.5,478.75,263.5,473.25,291.0,644.0,258.75,403.5,142.875,593.5
277,1606b0e6_0,201.76,ball_action_forced,144.875,593.0,125.75,634.5,117.9375,656.5,156.0,668.0,53.34375,587.0,277.25,537.0
278,1606b0e6_0,201.8,ball_action_forced,146.25,592.5,125.75,634.0,118.375,655.5,158.0,668.5,55.21875,586.5,276.5,544.0
279,1606b0e6_0,201.84,ball_action_forced,148.5,592.5,118.625,654.5,157.75,668.0,57.5625,586.5,276.25,552.5,231.0,712.5
280,1606b0e6_0,201.88,ball_action_forced,148.25,592.5,125.125,634.5,117.6875,656.0,57.25,586.5,272.5,563.0,294.75,643.0
281,1606b0e6_0,201.92,ball_action_forced,146.875,593.5,122.625,635.5,116.125,657.5,55.9375,587.0,229.25,715.5,294.0,644.0
282,1606b0e6_0,201.96,ball_action_forced,143.375,594.5,111.25,657.5,148.125,670.5,52.9375,588.0,291.5,644.5,247.125,474.75
283,1606b0e6_0,202.0,ball_action_forced,140.375,595.0,113.5,637.5,106.6875,657.5,50.0625,588.5,288.25,645.5,242.875,475.75
284,1606b0e6_0,202.04,ball_action_forced,136.625,596.0,108.25,637.0,101.9375,660.5,46.71875,588.5,240.0,477.75,286.25,646.5
285,1606b0e6_0,202.08,ball_action_forced,134.5,597.0,97.375,661.5,43.75,589.0,236.125,479.0,285.0,648.0,286.75,648.0
286,1606b0e6_0,202.12,ball_action_forced,131.25,598.5,98.4375,640.0,41.3125,590.5,-0.03515625,576.0,231.25,479.25,282.25,649.0
287,1606b0e6_0,202.16,ball_action_forced,129.625,600.0,96.5,641.5,89.0625,664.0,39.34375,591.0,240.0,680.0,228.0,479.0
288,1606b0e6_0,202.2,ball_action_forced,127.75,601.0,93.4375,643.5,84.5,665.0,37.3125,591.5,259.75,608.5,238.75,682.5
289,1606b0e6_0,202.24,ball_action_forced,126.5625,601.0,91.0625,644.0,81.625,665.0,36.34375,592.5,264.0,607.5,217.375,479.0
290,1606b0e6_0,202.28,ball_action_forced,126.5,601.5,90.0,643.5,80.3125,664.5,36.34375,592.5,267.25,606.5,214.0,479.25
291,1606b0e6_0,202.32,ball_action_forced,127.9375,601.0,91.1875,643.5,118.625,678.5,80.125,663.5,38.71875,591.0,273.25,603.5
292,1606b0e6_0,202.36,ball_action_forced,128.75,598.5,91.625,642.5,55.21875,594.0,118.375,676.0,79.75,663.5,40.9375,589.5
293,1606b0e6_0,202.4,ball_action_forced,130.25,597.5,93.1875,640.5,118.4375,674.0,79.8125,661.5,42.5625,588.0,205.25,478.5
294,1606b0e6_0,202.44,ball_action_forced,132.5,596.0,93.8125,637.5,117.9375,672.0,80.0,659.5,47.65625,586.0,205.125,478.0
295,1606b0e6_0,202.48,ball_action_forced,133.25,594.0,93.75,636.0,118.25,669.5,79.1875,658.0,49.3125,583.0,205.125,477.0
296,1606b0e6_0,202.52,ball_action_forced,135.0,592.0,94.0,633.5,53.375,581.0,78.4375,656.0,206.125,475.5,220.75,719.5
297,1606b0e6_0,202.56,ball_action_forced,136.0,590.0,94.75,630.0,59.9375,578.5,78.0,653.0,208.125,473.25,0.16015625,567.5
298,1606b0e6_0,202.6,ball_action_forced,137.5,587.5,95.875,628.5,62.875,575.0,78.1875,650.0,207.625,470.25,223.375,715.5
299,1606b0e6_0,202.64,ball_action_forced,311.5,587.0,287.5,633.5,245.0,473.0,395.25,460.5,224.75,713.0,206.5,467.5
300,1606b0e6_0,202.68,ball_action_forced,682.5,537.5,666.0,515.5,672.5,610.5,627.0,416.0,797.0,444.5,513.5,493.75
301,1606b0e6_0,202.72,ball_action_forced,141.625,580.5,98.0,621.0,70.6875,568.0,76.9375,642.5,204.0,463.0,246.0,469.25
302,1606b0e6_0,202.76,ball_action_forced,142.375,578.0,97.875,618.5,73.0625,566.0,116.75,652.5,76.25,642.0,202.25,461.5
486,1606b0e6_0,210.12,opponent_dispossessed,143.0,584.5,93.1875,588.5,215.875,472.75,243.125,470.0,311.25,649.0,285.25,462.0
487,1606b0e6_0,210.16,opponent_dispossessed,143.375,584.5,107.5625,606.0,94.375,589.0,217.0,474.0,244.125,469.25,312.25,649.0
488,1606b0e6_0,210.2,opponent_dispossessed,143.5,584.5,107.8125,606.5,94.3125,589.5,217.75,474.75,246.25,467.75,312.75,649.0
489,1606b0e6_0,210.24,opponent_dispossessed,143.375,585.0,108.0,606.5,94.5,590.0,218.5,473.75,250.0,465.75,312.0,648.5
490,1606b0e6_0,210.28,opponent_dispossessed,142.75,584.5,108.25,607.0,93.375,590.5,218.625,473.25,250.875,463.75,311.5,648.5
491,1606b0e6_0,210.32,opponent_dispossessed,142.375,585.0,108.3125,607.5,93.125,590.5,218.875,471.25,252.0,462.0,310.0,648.5
492,1606b0e6_0,210.36,opponent_dispossessed,142.25,585.5,108.25,607.0,92.9375,590.5,219.5,470.25,254.875,460.75,302.5,648.0
493,1606b0e6_0,210.4,opponent_dispossessed,142.0,585.5,108.1875,607.0,93.0,590.5,219.125,469.0,296.0,648.0,257.0,460.5
494,1606b0e6_0,210.44,opponent_dispossessed,141.375,585.5,108.0625,607.0,92.875,591.0,219.25,468.75,296.75,648.5,260.25,459.75
495,1606b0e6_0,210.48,opponent_dispossessed,140.5,586.0,107.9375,607.0,92.8125,591.0,219.125,468.5,294.5,648.5,263.0,457.5
496,1606b0e6_0,210.52,opponent_dispossessed,139.875,586.0,107.625,607.0,92.3125,591.0,218.5,468.0,294.5,648.0,262.75,456.75
497,1606b0e6_0,210.56,opponent_dispossessed,139.75,586.5,108.0,607.0,92.75,591.0,218.625,467.75,294.0,649.0,263.25,455.0
498,1606b0e6_0,210.6,opponent_dispossessed,140.25,586.5,107.8125,607.0,93.25,591.5,219.0,467.5,294.25,649.5,303.25,666.0
499,1606b0e6_0,210.64,opponent_dispossessed,140.25,586.5,93.4375,591.5,219.125,468.0,294.0,649.5,296.75,660.0,266.75,453.0
500,1606b0e6_0,210.68,opponent_dispossessed,140.5,587.0,93.875,592.5,90.3125,715.5,219.125,468.0,294.5,650.0,269.0,452.5
501,1606b0e6_0,210.72,opponent_dispossessed,140.875,587.0,94.625,592.0,238.625,498.25,90.4375,715.5,219.5,467.0,294.25,649.0
502,1606b0e6_0,210.76,opponent_dispossessed,141.25,587.0,95.0625,592.0,218.625,708.0,220.125,466.5,238.375,477.25,294.25,650.0
503,1606b0e6_0,210.8,opponent_dispossessed,140.625,587.5,94.6875,594.0,220.5,466.5,238.125,476.0,295.5,651.5,298.0,484.5
504,1606b0e6_0,210.84,opponent_dispossessed,140.125,588.5,94.0,595.0,221.375,466.25,294.25,652.5,297.0,494.0,308.75,670.5
505,1606b0e6_0,210.88,opponent_dispossessed,138.625,590.0,92.875,595.5,221.125,465.5,293.25,653.5,295.0,497.25,301.5,672.0
506,1606b0e6_0,210.92,opponent_dispossessed,138.125,590.5,92.1875,596.0,221.5,464.5,26.28125,711.5,293.25,655.0,295.0,506.75
507,1606b0e6_0,210.96,opponent_dispossessed,135.375,592.0,89.25,598.0,220.5,464.0,291.0,656.5,291.75,504.75,297.5,669.0
508,1606b0e6_0,211.0,opponent_dispossessed,134.125,593.0,87.625,599.0,220.375,463.25,294.0,658.0,289.0,504.5,298.0,667.5
509,1606b0e6_0,211.04,opponent_dispossessed,131.625,594.0,84.9375,600.0,219.625,463.25,273.5,507.75,294.25,660.5,287.0,509.0
510,1606b0e6_0,211.08,opponent_dispossessed,263.25,504.25,287.25,509.25,297.25,494.5,308.5,518.0,218.0,462.75,295.75,448.0
511,1606b0e6_0,211.12,opponent_dispossessed,129.0,596.5,81.75,602.5,255.625,499.5,216.5,462.5,292.75,664.0,287.25,512.5
512,1606b0e6_0,211.16,opponent_dispossessed,126.25,598.0,79.0625,604.0,244.375,497.0,214.5,463.0,287.75,665.0,288.5,520.0
513,1606b0e6_0,211.2,opponent_dispossessed,124.8125,599.0,92.0625,621.5,76.6875,604.5,233.625,493.5,212.375,463.25,285.0,666.0
514,1606b0e6_0,211.24,opponent_dispossessed,123.9375,599.5,91.5625,622.5,75.9375,605.0,211.625,464.0,285.25,667.0,287.0,523.5
515,1606b0e6_0,211.28,opponent_dispossessed,122.25,600.5,90.25,623.5,74.0625,606.0,210.375,464.25,282.5,669.5,283.5,528.5
516,1606b0e6_0,211.32,opponent_dispossessed,121.125,601.0,72.9375,607.0,204.75,486.25,209.125,463.75,281.0,530.5,281.0,671.5
517,1606b0e6_0,211.36,opponent_dispossessed,118.8125,602.0,85.875,624.5,70.6875,608.5,197.125,486.75,208.25,463.25,279.0,533.0
518,1606b0e6_0,211.4,opponent_dispossessed,118.6875,603.0,69.1875,609.0,193.125,606.0,187.25,485.75,209.125,462.0,278.75,535.0
519,1606b0e6_0,211.44,opponent_dispossessed,178.25,485.5,208.875,461.0,281.25,488.25,279.25,538.0,297.25,524.0,118.3125,603.0
520,1606b0e6_0,211.48,opponent_dispossessed,168.625,485.75,208.0,459.25,279.5,488.25,278.0,537.5,116.375,604.5,295.75,524.0
521,1606b0e6_0,211.52,opponent_dispossessed,161.0,486.25,211.375,458.25,278.75,487.0,116.625,605.0,278.25,538.5,295.0,525.0
522,1606b0e6_0,211.56,opponent_dispossessed,117.375,605.0,62.34375,611.0,152.375,487.0,278.0,540.0,212.25,456.5,280.5,675.5
523,1606b0e6_0,211.6,opponent_dispossessed,144.75,488.5,212.25,455.5,117.375,606.0,276.75,484.75,277.75,542.5,60.34375,611.0
524,1606b0e6_0,211.64,opponent_dispossessed,118.25,606.5,59.34375,611.0,137.875,490.75,277.75,544.5,0.26953125,733.0,213.0,455.25
525,1606b0e6_0,211.68,opponent_dispossessed,129.25,493.75,213.0,454.75,118.3125,607.0,59.28125,611.5,275.5,483.0,277.5,545.5
526,1606b0e6_0,211.72,opponent_dispossessed,120.625,496.25,212.25,453.75,117.3125,607.0,59.875,611.5,273.25,481.5,274.25,546.0
527,1606b0e6_0,211.76,opponent_dispossessed,115.75,607.5,57.28125,612.0,110.3125,498.75,272.5,546.5,281.25,679.5,210.75,453.25
528,1606b0e6_0,211.8,opponent_dispossessed,115.4375,608.0,56.6875,612.5,102.6875,504.0,272.5,546.5,280.5,679.5,209.625,452.5
529,1606b0e6_0,211.84,opponent_dispossessed,93.5,508.0,116.0,608.5,56.625,612.0,209.625,451.5,270.5,477.0,273.0,546.0
530,1606b0e6_0,211.88,opponent_dispossessed,85.9375,513.5,115.5,608.5,55.8125,612.0,209.375,451.0,269.5,475.25,272.75,547.5
531,1606b0e6_0,211.92,opponent_dispossessed,80.25,519.5,56.875,611.0,117.25,609.0,210.125,450.0,270.25,474.75,274.25,547.5
532,1606b0e6_0,211.96,opponent_dispossessed,74.75,526.0,59.28125,610.0,119.25,608.5,211.875,448.0,275.5,547.5,271.5,474.0
533,1606b0e6_0,212.0,opponent_dispossessed,123.0,607.5,62.5625,610.0,71.25,531.5,276.75,547.0,288.75,682.0,215.25,447.0
534,1606b0e6_0,212.04,opponent_dispossessed,126.75,607.5,66.75,608.5,67.4375,537.5,280.0,548.0,292.75,681.5,219.0,445.5
535,1606b0e6_0,212.08,opponent_dispossessed,64.5,546.0,71.0625,607.5,130.875,607.0,222.375,445.0,283.0,548.0,279.5,469.25
536,1606b0e6_0,212.12,opponent_dispossessed,135.0,606.0,92.9375,624.0,75.3125,606.5,287.0,549.0,302.5,680.5,225.75,443.75
537,1606b0e6_0,212.16,opponent_dispossessed,139.375,605.5,97.375,622.0,80.0,605.5,59.1875,561.0,289.0,550.5,305.5,680.5
538,1606b0e6_0,212.2,opponent_dispossessed,144.125,605.5,102.375,622.5,85.0625,604.0,56.25,569.0,290.75,550.0,308.75,680.5
539,1606b0e6_0,212.24,opponent_dispossessed,54.09375,578.0,89.625,603.0,107.875,622.5,148.625,604.0,235.25,441.25,254.5,462.75
540,1606b0e6_0,212.28,opponent_dispossessed,152.5,603.5,112.625,621.0,94.1875,602.5,52.125,587.5,295.75,548.0,316.5,679.5
541,1606b0e6_0,212.32,opponent_dispossessed,49.34375,598.0,98.625,601.5,117.125,621.5,157.125,603.5,241.5,439.75,298.75,547.5
542,1606b0e6_0,212.36,opponent_dispossessed,47.40625,610.0,103.0,600.0,122.375,620.0,160.875,603.5,245.375,439.5,302.25,547.5
543,1606b0e6_0,212.4,opponent_dispossessed,165.625,602.5,127.0625,619.5,107.6875,599.5,44.1875,619.5,304.5,546.5,248.5,455.0
544,1606b0e6_0,212.44,opponent_dispossessed,169.5,602.5,130.875,618.5,111.75,598.5,42.8125,631.5,307.0,546.0,332.75,679.0
545,1606b0e6_0,212.48,opponent_dispossessed,173.375,602.5,136.125,616.5,135.125,616.0,115.6875,597.0,309.75,546.0,337.5,679.5
546,1606b0e6_0,212.52,opponent_dispossessed,177.625,602.5,140.75,616.0,120.75,595.5,33.59375,621.5,312.75,546.0,340.0,679.0
547,1606b0e6_0,212.56,opponent_dispossessed,182.0,602.0,146.375,615.0,126.625,595.0,315.75,545.5,31.578125,615.0,345.25,679.5
548,1606b0e6_0,212.6,opponent_dispossessed,187.0,601.0,154.375,613.0,133.75,595.0,320.25,545.0,29.1875,608.0,350.0,678.0
678,1606b0e6_0,217.88,pass,131.875,618.5,217.0,624.0,139.0,456.25,-0.015625,724.5,312.5,549.5,107.5,414.5
679,1606b0e6_0,217.92,pass,131.125,618.0,216.0,624.0,137.125,456.75,104.9375,433.25,311.75,549.0,105.8125,415.0
680,1606b0e6_0,217.96,pass,130.75,618.5,215.75,624.5,134.875,457.25,-0.0078125,726.0,103.125,432.25,311.0,549.0
681,1606b0e6_0,218.0,pass,129.5,619.0,214.5,625.0,133.25,457.25,309.5,548.5,268.75,468.25,101.5625,415.25
682,1606b0e6_0,218.04,pass,128.625,619.5,214.0,625.0,129.75,458.0,308.5,548.5,268.0,468.5,99.75,415.75
683,1606b0e6_0,218.08,pass,127.5,619.5,213.0,625.0,129.0,458.25,306.25,548.0,254.75,468.25,96.9375,417.0
684,1606b0e6_0,218.12,pass,126.6875,619.0,127.75,458.75,304.25,548.0,246.5,467.75,95.4375,417.0,320.5,706.0
685,1606b0e6_0,218.16,pass,125.8125,619.0,124.125,460.25,303.25,548.0,242.375,467.0,94.375,418.25,318.75,706.5
686,1606b0e6_0,218.2,pass,124.75,619.0,210.125,625.5,119.4375,462.0,238.125,466.25,302.0,547.5,94.375,419.0
687,1606b0e6_0,218.24,pass,124.0625,619.5,209.375,625.5,116.9375,464.0,0.0625,729.5,235.25,464.5,301.25,548.0
688,1606b0e6_0,218.28,pass,123.625,619.5,115.375,467.0,-0.1171875,728.5,232.125,464.25,300.25,547.5,91.0625,420.5
689,1606b0e6_0,218.32,pass,123.25,619.5,207.625,625.0,114.5625,468.5,229.25,464.25,298.75,546.5,89.5625,421.75
690,1606b0e6_0,218.36,pass,122.9375,619.5,113.9375,470.0,109.1875,437.25,226.5,465.75,251.375,481.0,298.25,547.0
691,1606b0e6_0,218.4,pass,122.375,619.5,112.9375,472.0,0.0859375,729.5,106.25,439.5,223.75,466.5,297.5,547.0
692,1606b0e6_0,218.44,pass,122.125,619.5,112.125,473.25,221.625,469.0,296.75,547.0,74.5,425.5,314.0,706.5
693,1606b0e6_0,218.48,pass,122.0625,619.5,111.125,473.5,211.75,470.75,295.75,547.0,69.0,426.0,313.75,706.5
694,1606b0e6_0,218.52,pass,121.5,620.0,110.0,473.0,204.875,471.75,295.5,547.0,66.125,425.75,313.25,706.5
695,1606b0e6_0,218.56,pass,120.375,620.0,108.625,473.5,199.375,472.25,295.25,547.0,64.125,426.25,313.0,706.5
696,1606b0e6_0,218.6,pass,119.6875,620.0,205.0,626.5,107.5625,473.5,198.625,474.0,91.1875,439.75,294.75,547.0
697,1606b0e6_0,218.64,pass,119.25,620.0,204.375,626.0,106.5625,474.0,197.875,474.0,294.0,547.0,62.875,426.0
698,1606b0e6_0,218.68,pass,118.8125,621.0,105.25,475.5,197.375,474.5,91.1875,443.75,293.5,547.0,62.8125,425.25
699,1606b0e6_0,218.72,pass,118.5625,621.0,103.625,478.0,196.625,474.25,292.5,547.5,62.375,424.5,313.25,707.0
700,1606b0e6_0,218.76,pass,118.4375,620.5,103.3125,480.25,0.08984375,730.0,195.125,474.0,293.0,548.0,61.625,424.0
701,1606b0e6_0,218.8,pass,118.4375,620.0,102.625,483.0,0.0703125,729.5,193.125,474.0,293.0,547.5,58.4375,423.5
702,1606b0e6_0,218.84,pass,118.6875,620.0,102.3125,485.5,0.09375,729.5,189.625,474.75,293.5,547.5,55.0625,423.5
703,1606b0e6_0,218.88,pass,119.125,620.0,103.125,486.5,185.375,475.75,0.12890625,729.5,294.0,546.5,53.875,424.25
704,1606b0e6_0,218.92,pass,119.6875,620.0,204.125,626.0,103.0,488.5,181.25,478.0,294.25,546.0,51.0625,425.5
705,1606b0e6_0,218.96,pass,120.6875,620.0,103.0625,489.5,179.0,480.25,295.0,545.5,187.5,439.75,48.0,427.0
706,1606b0e6_0,219.0,pass,122.1875,619.5,206.5,625.5,103.4375,491.75,179.25,482.75,0.06640625,729.5,296.0,545.5
707,1606b0e6_0,219.04,pass,124.375,619.5,208.5,625.5,104.5625,493.0,180.375,484.75,297.75,546.5,49.71875,428.0
708,1606b0e6_0,219.08,pass,126.625,619.0,210.75,625.0,106.875,493.5,182.25,486.5,300.0,547.5,52.8125,428.5
709,1606b0e6_0,219.12,pass,126.5,619.0,210.375,625.0,105.625,493.25,181.875,487.25,300.0,549.5,53.1875,428.5
710,1606b0e6_0,219.16,pass,127.25,619.0,210.75,625.0,105.25,492.75,208.0,503.0,181.875,487.25,299.75,546.5
711,1606b0e6_0,219.2,pass,128.5,619.0,212.75,625.0,184.75,504.25,105.8125,492.25,210.625,504.0,183.25,487.0
712,1606b0e6_0,219.24,pass,130.25,619.5,214.5,625.0,106.125,492.0,185.25,486.5,299.25,554.0,307.25,530.5
713,1606b0e6_0,219.28,pass,131.5,620.0,216.125,625.5,105.875,493.0,186.625,486.75,298.0,557.5,66.1875,432.75
714,1606b0e6_0,219.32,pass,133.125,620.0,217.5,626.0,105.625,494.0,189.375,486.5,301.5,559.5,67.25,433.5
715,1606b0e6_0,219.36,pass,135.0,621.0,219.375,626.5,104.375,496.0,194.125,486.0,305.25,561.5,69.25,435.25
716,1606b0e6_0,219.4,pass,136.75,621.5,101.25,498.75,200.25,486.0,306.75,563.5,71.0625,436.5,303.0,504.5
717,1606b0e6_0,219.44,pass,138.0,621.5,222.5,627.0,97.875,500.5,207.0,485.75,308.5,564.5,74.25,438.25
718,1606b0e6_0,219.48,pass,139.625,621.5,96.125,502.5,211.875,486.5,309.75,564.5,76.0625,438.5,301.25,496.5
719,1606b0e6_0,219.52,pass,299.5,493.25,311.25,563.0,248.0,428.25,215.5,488.0,247.75,416.5,347.75,581.0
720,1606b0e6_0,219.56,pass,143.25,622.0,92.875,505.25,218.875,488.5,78.4375,461.0,313.75,561.5,78.6875,442.25
721,1606b0e6_0,219.6,pass,299.25,488.0,319.75,560.5,222.875,490.5,253.75,421.0,309.25,376.0,374.75,393.5
722,1606b0e6_0,219.64,pass,298.75,486.0,225.5,491.75,255.375,422.5,331.0,560.0,307.5,373.75,376.75,396.25
723,1606b0e6_0,219.68,pass,299.0,485.0,228.0,493.0,260.25,424.0,341.75,559.5,345.75,576.5,302.0,373.25
724,1606b0e6_0,219.72,pass,151.0,622.5,99.5,504.0,254.875,529.5,229.875,493.0,84.5,447.0,299.0,484.0
725,1606b0e6_0,219.76,pass,152.75,622.5,101.375,504.25,258.75,529.0,231.625,492.75,86.0625,466.75,87.3125,448.25
726,1606b0e6_0,219.8,pass,154.0,622.5,102.6875,504.5,234.0,491.0,123.5,469.5,89.4375,450.0,299.25,484.75
727,1606b0e6_0,219.84,pass,155.5,622.5,104.0,504.75,237.25,489.0,92.625,451.25,298.75,485.75,357.25,710.0
728,1606b0e6_0,219.88,pass,157.5,623.0,105.5625,505.5,242.875,502.25,115.4375,473.0,257.75,488.0,96.5,452.5
729,1606b0e6_0,219.92,pass,159.25,623.5,107.25,506.75,250.375,489.25,100.0,453.0,299.0,489.5,358.25,711.0
730,1606b0e6_0,219.96,pass,161.0,623.5,109.375,508.0,262.0,490.75,102.0625,453.75,300.0,491.75,358.0,711.5
731,1606b0e6_0,220.0,pass,162.75,624.0,111.0,508.5,266.25,493.25,105.25,455.75,356.25,712.5,250.25,413.75
732,1606b0e6_0,220.04,pass,163.375,625.0,133.75,540.5,112.875,509.0,266.25,494.0,106.75,458.0,-0.03125,710.0
733,1606b0e6_0,220.08,pass,164.625,626.5,114.6875,510.0,268.75,495.25,109.0,460.5,-0.1484375,711.5,322.0,499.5
734,1606b0e6_0,220.12,pass,334.0,504.0,273.5,498.0,304.0,441.25,425.25,545.5,398.75,416.25,260.25,417.25
735,1606b0e6_0,220.16,pass,166.25,629.5,116.0,514.5,279.0,500.0,107.875,467.0,0.59375,714.5,344.25,507.0
736,1606b0e6_0,220.2,pass,165.25,630.5,113.125,517.0,105.1875,470.25,294.5,499.5,0.1484375,716.5,369.0,720.0
737,1606b0e6_0,220.24,pass,364.75,516.5,295.0,501.75,440.0,547.0,305.0,448.75,399.0,426.0,427.5,437.5
738,1606b0e6_0,220.28,pass,375.5,522.0,446.75,547.5,296.0,505.25,400.25,428.0,305.5,450.0,432.25,437.75
739,1606b0e6_0,220.32,pass,164.25,634.5,110.125,527.0,113.0625,515.5,111.0,477.0,297.25,506.25,0.078125,722.0
830,1606b0e6_0,223.96,pass,712.5,422.75,701.5,365.25,643.0,441.75,751.0,497.25,768.0,506.75,827.5,408.5
831,1606b0e6_0,224.0,pass,706.0,414.75,699.0,366.25,643.5,441.5,750.0,496.0,608.0,355.5,829.0,408.0
832,1606b0e6_0,224.04,pass,602.5,721.5,587.0,721.0,696.0,609.5,696.5,571.0,767.5,531.0,749.5,495.5
833,1606b0e6_0,224.12,pass,698.5,409.25,699.5,368.75,657.5,444.5,614.0,356.0,753.5,496.0,797.0,338.0
834,1606b0e6_0,224.16,pass,695.0,407.25,700.0,368.75,667.0,446.0,613.0,355.5,757.0,497.75,827.5,412.5
835,1606b0e6_0,224.2,pass,587.5,731.0,710.0,585.0,788.0,539.5,340.0,590.5,438.0,487.25,763.5,498.75
836,1606b0e6_0,224.24,pass,687.0,404.25,697.5,369.25,674.0,448.0,619.5,355.75,769.0,499.0,820.0,413.75
837,1606b0e6_0,224.28,pass,684.0,404.25,696.5,369.0,677.0,449.75,672.5,460.75,625.5,356.25,771.5,498.0
838,1606b0e6_0,224.32,pass,680.5,403.75,695.0,370.5,682.0,451.0,673.5,461.5,634.5,358.75,775.0,497.0
839,1606b0e6_0,224.36,pass,675.5,404.5,693.5,372.25,684.0,453.75,636.5,361.25,675.0,464.25,776.0,495.5
840,1606b0e6_0,224.4,pass,671.5,405.75,691.5,375.5,677.0,456.0,635.5,363.25,677.0,467.75,775.5,495.25
